Department,University,City/Cities,Marks required,Labs Avalible,Course Description,Admission dates,shifts,online,offered courses,clean_text
"Computing & IT, Health",University of Florida,"Gainesville, FL",82,Yes,Offers broad programs including computing and health sciences.,"Jan, Aug","Morning, Evening",Yes,"CS, Health Sci, Business",offer broad program include computing health science
"Computing & IT, Engineering",North Carolina State University,"Raleigh, NC",82,Yes,"Emphasis on tech, engineering and applied research.","Jan, Sep","Morning, Evening",Yes,"CS, CE, EE",emphasis tech   engineering apply research
"Computing & IT, Social Sciences",Indiana University Bloomington,"Bloomington, IN",80,Yes,"Offers strong social sciences, business, computing.","Jan, Aug","Morning, Evening",Yes,"Bus, CS, Psych",offer strong social science   business   computing
"Computing & IT, Life Sciences",University of Minnesota,"Minneapolis, MN",81,Yes,"Offers computing, life sciences/biotech, health sciences.","Jan, Sep","Morning, Evening",Yes,"Bio, CS, Health",offer computing   life sciences biotech   health science
"Management, Computing",University of Southern California,"Los Angeles, CA",88,Yes,Private research university with strong computing and business.,"Jan, Sep","Morning, Evening",Yes,"CS, MBA, Media, Eng",private research university strong computing business
"Engineering, Computing",Rensselaer Polytechnic Institute,"Troy, NY",85,Yes,Focuses on engineering and tech innovation.,"Jan, Sep",Morning,Yes,"BE, CS, Data Sci",focus engineering tech innovation
"Computing & IT, Life Sciences",University of Pittsburgh,"Pittsburgh, PA",82,Yes,"Offers computing, health sciences, bio research.","Jan, Sep","Morning, Evening",Yes,"Bio, CS, Nursing",offer computing   health sciences   bio research
"Computing & IT, Social Sciences",University of Maryland,"College Park, MD",83,Yes,Public research university with broad tech/social science programs.,"Jan, Sep","Morning, Evening",Yes,"CS, Soc Sci",public research university broad tech social science program
"Computing & IT, Engineering",Arizona State University,"Tempe, AZ",80,Yes,Large public university with growing tech and engineering.,"Jan, Aug","Morning, Evening",Yes,"CS, Data Sci, Eng",large public university grow tech engineering
"Computing & IT, Life Sciences",University of Colorado Boulder,"Boulder, CO",80,Yes,"Known for sciences, computing with outdoor research options.","Jan, Sep","Morning, Evening",Yes,"Bio, CS",know science   computing outdoor research option
"Computing & IT, Management",Boston University,"Boston, MA",85,Yes,"Offers computing, business, social sciences with research.","Jan, Sep","Morning, Evening",Yes,"CS, MBA, Econ",offer computing   business   social science research
"Computing & IT, Engineering",University of Arizona,"Tucson, AZ",80,Yes,Public university with tech and engineering focus.,"Jan, Aug","Morning, Evening",Yes,"CS, Eng, Data Sci",public university tech engineering focus
"Computing & IT, Health",University of Iowa,"Iowa City, IA",80,Yes,"Offers computing, health sciences, social sciences.","Jan, Sep","Morning, Evening",Yes,"Nursing, CS",offer computing   health science   social science
"Computing & IT, Management",Northeastern University,"Boston, MA",85,Yes,Known for co?op programs in computing and business.,"Jan, Sep","Morning, Evening",Yes,"CS, Business",know co op program computing business
"Computing & IT, Life Sciences",Michigan State University,"East Lansing, MI",80,Yes,Broad programs including computing and life sciences.,"Jan, Sep","Morning, Evening",Yes,"Bio, CS",broad program include computing life science
"Computing & IT, Engineering",University of Utah,"Salt Lake City, UT",78,Yes,Strong engineering and computing with research labs.,"Jan, Sep","Morning, Evening",Yes,"CS, Eng",strong engineering computing research lab
"Computing & IT, Health",Temple University,"Philadelphia, PA",78,Yes,"Offers computing, health sciences, social sciences.","Jan, Aug","Morning, Evening",Yes,"CS, Health",offer computing   health science   social science
"Computing & IT, Social Sciences",Arizona State University,"Phoenix, AZ",80,Yes,Broad programs with large online offerings.,"Jan, Aug","Morning, Evening",Yes,"CS, Psych, Business",broad program large online offering
"Computing & IT, Engineering",Oregon State University,"Corvallis, OR",78,Yes,Public institution with growing engineering and CS.,"Jan, Sep","Morning, Evening",Yes,"CS, Eng",public institution grow engineering cs
"Computing & IT, Life Sciences",University of NebraskaLincoln,"Lincoln, NE",78,Yes,"Offers computing, life sciences, and business.","Jan, Sep","Morning, Evening",Yes,"CS, Bio",offer computing   life science   business
"Computing & IT, Social Sciences",Brigham Young University,"Provo, UT",82,Yes,Strong undergraduate programs across disciplines.,"Jan, Aug","Morning, Evening",Yes,"CS, Econ, Psych",strong undergraduate program discipline
"Computing & IT, Engineering",Virginia Commonwealth University,"Richmond, VA",78,Yes,Offers computing and engineering with labs.,"Jan, Aug","Morning, Evening",Yes,"CS, Eng",offer computing engineering lab
"Computing & IT, Management",University of Texas at Dallas,"Richardson, TX",82,Yes,Growing tech and management programs.,"Jan, Aug","Morning, Evening",Yes,"CS, MBA",grow tech management program
"Computing & IT, Life Sciences",Rutgers University,"New Brunswick, NJ",80,Yes,"Offers computing, life sciences, health research.","Jan, Sep","Morning, Evening",Yes,"CS, Bio",offer computing   life sciences   health research
"Computing & IT, Engineering",University of Kansas,"Lawrence, KS",78,Yes,Public university with CS and engineering labs.,"Jan, Sep","Morning, Evening",Yes,"CS, Eng",public university cs engineering lab
"Computing & IT, Engineering, Management",University of Illinois at Chicago,"Chicago, IL",80,Yes,"Offers diverse programs in computing, engineering, business and health with strong research labs.","Jan, Aug","Morning, Evening",Yes,"CS, Info Tech, Business, Eng",offer diverse program compute   engineering   business health strong research lab
"Computing & IT, Health, Social Sciences","University of California, Riverside","Riverside, CA",80,Yes,"Public research university providing computing, health sciences and social sciences programs.","Jan, Sep","Morning, Evening",Yes,"CS, Nursing, Psych",public research university provide computing   health science social science program
